EVS3243E,Công nghệ môi trường đại cương,3,EVS3243E CLCCNKTMT,5,8_10,311_T5
EVS3252,Quy hoạch môi trường,3,EVS3252,2,1_2,112_T5
EVS3252,Quy hoạch môi trường,3,EVS3252,5,1_2,112_T5
EVS3254,Quan trắc môi trường,3,EVS3254,2,6_7,508_T3
EVS3254,Quan trắc môi trường,3,EVS3254,5,6_7,BM
EVS3256,Ô nhiễm đất và biện pháp xử lý,3,EVS3256,3,3_5,112_T5
EVS3257,Hóa chất nông nghiệp và môi trường đất,3,EVS3257,5,4_5,128T1
EVS3257,Hóa chất nông nghiệp và môi trường đất,3,EVS3257,5,6_7,BM
EVS3259,Sinh thái môi trường đất,3,EVS3259,3,4_5,128T1
EVS3259,Sinh thái môi trường đất,3,EVS3259,3,6_7,BM
EVS3263,Đa dạng sinh học,3,EVS3263,3,8_10,303T2
EVS3264,Sinh thái môi trường khu vực ,3,EVS3264,4,6_8,303T2
EVS3266,Độc học và sức khỏe môi trường*,3,EVS3266 CLCKHMT,6,1_3,313_T5
EVS3267,Phương pháp phân tích độc chất,3,EVS3267,3,9_10,112_T5
EVS3267,Phương pháp phân tích độc chất,3,EVS3267,6,4_5,211_T5
EVS3268,Độc học sinh thái,3,EVS3268,5,4_5,213_T5
EVS3268,Độc học sinh thái,3,EVS3268,2,6_7,313_T5
EVS3274,Sinh thái môi trường nước,3,EVS3274,4,6_7,112_T5
EVS3274,Sinh thái môi trường nước,3,EVS3274,5,4_5,410_T5
EVS3275,Phân tích và đánh giá chất lượng nước,3,EVS3275,3,4_5,410_T5
EVS3275,Phân tích và đánh giá chất lượng nước,3,EVS3275,3,6_7,410_T5
EVS3286E,Cơ sở công nghệ hóa sinh,3,EVS3286E 1 CLCCNKTMT,6,1_2,BM
EVS3286E,Cơ sở công nghệ hóa sinh,3,EVS3286E 1_2 CLCCNKTMT,5,6_7,311_T5
EVS3286E,Cơ sở công nghệ hóa sinh,3,EVS3286E 2 CLCCNKTMT,6,4_5,BM
EVS3291,Xử lý nước thải công nghiệp,3,EVS3291,2,6_8,101_T5
EVS3292,Xử lý nước cấp,3,EVS3292,3,6_7,105_T5
EVS3292,Xử lý nước cấp,3,EVS3292,4,9_10,105_T5
EVS3293,Xử lý nước thải sinh hoạt,3,EVS3293,4,4_5,102_T4
EVS3293,Xử lý nước thải sinh hoạt,3,EVS3293,5,6_7,105_T5
EVS3294,Tính toán thiết kế hệ thống xử lý nước thải,3,EVS3294,4,6_7,106_T5
EVS3294,Tính toán thiết kế hệ thống xử lý nước thải,3,EVS3294,5,1_2,104_T5
EVS3299,Kiểm soát và xử lý chất thải nguy hại,3,EVS3299,5,6_7,410_T5
EVS3299,Kiểm soát và xử lý chất thải nguy hại,3,EVS3299,6,9_10,410_T5
EVS3300,Xử lý chất thải rắn hữu cơ,3,EVS3300,3,9_10,210_T5
EVS3300,Xử lý chất thải rắn hữu cơ,3,EVS3300,4,6_7,210_T5
EVS3301,Công nghệ thu gom_ vận chuyển và chôn lấp chất thải rắn,3,EVS3301,3,6_7,211_T5
EVS3301,Công nghệ thu gom_ vận chuyển và chôn lấp chất thải rắn,3,EVS3301,6,4_5,313_T5
EVS3302,Xử lý bùn thải và trầm tích ô nhiễm,3,EVS3302,4,9_10,310_T5
EVS3302,Xử lý bùn thải và trầm tích ô nhiễm,3,EVS3302,6,6_7,310_T5
EVS3308,Biện pháp sinh học xử lý đất ô nhiễm và thoái hóa,3,EVS3308,5,3_5,210_T5
EVS3309,Vật liệu mới trong xử lý đất ô nhiễm,3,EVS3309,4,4_5,128T1
EVS3309,Vật liệu mới trong xử lý đất ô nhiễm,3,EVS3309,4,6_7,129T1
EVS3310,Cải tạo và xử lý đất thoái hóa,3,EVS3310,5,6_8,210_T5
EVS3332,Thực tập thực tế 1,2,EVS3332 1,6,12,BM
EVS3333,Thực tập thực tế 2,2,EVS3333 1,5,12,BM
EVS3333,Thực tập thực tế 2,2,EVS3333 2 CLCKHMT,5,12,BM
EVS3403,Phương pháp nghiên cứu khoa học,2,EVS3403 CLCCNKTMT,2,6_7,105_T5
EVS3413,Kiểm toán môi trường ,2,EVS3413,3,4_5,301T2
EVS3414,Hệ thống quản lý môi trường,2,EVS3414,5,4_5,301T2
EVS3415,GIS trong quản lý môi trường,2,EVS3415,6,6_8,407T2
EVS3416,Ô nhiễm đất và biện pháp xử lý,2,EVS3416,2,6_7,128T1
EVS3417,Hóa học môi trường đất,2,EVS3417,4,1_2,511_T4
EVS3418,Chỉ thị môi trường,2,EVS3418,4,6_7,128T1
EVS3419,Sinh học bảo tồn ứng dụng,2,EVS3419,2,6_7,303T2
EVS3420,Sinh thái nhân văn,2,EVS3420,3,6_7,303T2
EVS3421,Du lịch sinh thái,2,EVS3421,4,4_5,303T2
EVS3422,Vệ sinh và an toàn thực phẩm,2,EVS3422,4,6_7,410_T5
EVS3423,Quản lý rủi ro độc chất,2,EVS3423,4,4_5,112_T5
EVS3424,Hình thái của độc chất trong môi trường,2,EVS3424,5,6_7,313_T5
EVS3425,Hóa học môi trường nước ,2,EVS3425,2,6_8,310_T5
EVS3426,Quản lý và sử dụng bền vững tài nguyên nước,2,EVS3426,4,4_5,410_T5
EVS3427,Ô nhiễm môi trường nước,2,EVS3427,5,1_2,313_T5
EVS3428,Mô hình hóa môi trường,3,EVS3428,4,6_9,407T2
EVS3429,Kinh tế xanh,3,EVS3429,5,3_5,407T2
EVS3430,Ứng dụng công cụ mô hình hóa và hệ thông tin địa lý trong lập bản đồ môi trường,2,EVS3430,3,6_8,407T2
EVS3431,Phát triển bền vững đô thị và nông thôn,2,EVS3431,4,1_3,206_T5
EVS3432,Chỉ số và thiết lập chỉ số phát triển bền vững,2,EVS3432,5,8_10,407T2
EVS3456,Đánh giá tác động môi trường,2,EVS3456,2,9_10,108_T5
EVS3462,Truyền nhiệt chuyển khối,3,EVS3462,3,1_2,106_T5
EVS3462,Truyền nhiệt chuyển khối,3,EVS3462,4,6_7,107_T5
EVS4071,Thực tập hóa học,2,EVS4071 1 CLCCNKTMT,4,2_5,BM
EVS4071,Thực tập hóa học,2,EVS4071 2 CLCCNKTMT,4,6_9,BM
FLF1107,Tiếng Anh B1,5,FLF1107 1,2,1_2,513_T5
FLF1107,Tiếng Anh B1,5,FLF1107 1,4,3_5,513_T5
FLF1107,Tiếng Anh B1,5,FLF1107 10,2,3_5,513_T5
FLF1107,Tiếng Anh B1,5,FLF1107 10,4,1_2,513_T5
FLF1107,Tiếng Anh B1,5,FLF1107 11,2,6_7,514_T4
FLF1107,Tiếng Anh B1,5,FLF1107 11,4,6_8,514_T4
FLF1107,Tiếng Anh B1,5,FLF1107 12,2,8_10,514_T4
FLF1107,Tiếng Anh B1,5,FLF1107 12,4,9_10,514_T4
FLF1107,Tiếng Anh B1,5,FLF1107 13,3,3_5,402_T4
FLF1107,Tiếng Anh B1,5,FLF1107 13,6,1_2,514_T4
FLF1107,Tiếng Anh B1,5,FLF1107 14,4,1_2,514_T4
FLF1107,Tiếng Anh B1,5,FLF1107 14,6,3_5,514_T4
FLF1107,Tiếng Anh B1,5,FLF1107 15,4,1_3,109_T5
FLF1107,Tiếng Anh B1,5,FLF1107 15,5,4_5,407_T5
FLF1107,Tiếng Anh B1,5,FLF1107 16,3,4_5,513_T5
FLF1107,Tiếng Anh B1,5,FLF1107 16,5,1_3,203_T5
FLF1107,Tiếng Anh B1,5,FLF1107 17,3,6_8,511_T4
FLF1107,Tiếng Anh B1,5,FLF1107 17,5,6_7,511_T4
FLF1107,Tiếng Anh B1,5,FLF1107 18,2,3_5,511_T4
FLF1107,Tiếng Anh B1,5,FLF1107 18,6,4_5,511_T4
FLF1107,Tiếng Anh B1,5,FLF1107 19,2,6_7,511_T4
FLF1107,Tiếng Anh B1,5,FLF1107 19,6,6_8,511_T4
FLF1107,Tiếng Anh B1,5,FLF1107 2,2,1_2,511_T4
FLF1107,Tiếng Anh B1,5,FLF1107 2,6,1_3,511_T4
FLF1107,Tiếng Anh B1,5,FLF1107 20,3,1_3,512_T4
FLF1107,Tiếng Anh B1,5,FLF1107 20,5,1_2,512_T4
FLF1107,Tiếng Anh B1,5,FLF1107 21,4,3_5,512_T4
FLF1107,Tiếng Anh B1,5,FLF1107 21,6,4_5,512_T4
FLF1107,Tiếng Anh B1,5,FLF1107 22,6,6_8,512_T4
FLF1107,Tiếng Anh B1,5,FLF1107 22,5,6_7,512_T4
FLF1107,Tiếng Anh B1,5,FLF1107 23,5,3_5,508_T3
FLF1107,Tiếng Anh B1,5,FLF1107 23,3,6_7,501_T3
FLF1107,Tiếng Anh B1,5,FLF1107 24,4,6_8,511_T4
FLF1107,Tiếng Anh B1,5,FLF1107 24,6,6_7,514_T4
FLF1107,Tiếng Anh B1,5,FLF1107 25,5,1_3,504_T3
FLF1107,Tiếng Anh B1,5,FLF1107 25,3,6_7,506_T3
FLF1107,Tiếng Anh B1,5,FLF1107 3,2,4_5,512_T4
FLF1107,Tiếng Anh B1,5,FLF1107 3,3,6_8,503_T3
FLF1107,Tiếng Anh B1,5,FLF1107 4,3,3_5,506_T3
FLF1107,Tiếng Anh B1,5,FLF1107 4,2,1_2,512_T4
FLF1107,Tiếng Anh B1,5,FLF1107 5,2,6_8,506_T3
FLF1107,Tiếng Anh B1,5,FLF1107 5,4,6_7,506_T3
FLF1107,Tiếng Anh B1,5,FLF1107 6,3,1_2,504_T3
FLF1107,Tiếng Anh B1,5,FLF1107 6,5,6_8,514_T4
FLF1107,Tiếng Anh B1,5,FLF1107 7,6,1_3,512_T4
FLF1107,Tiếng Anh B1,5,FLF1107 7,3,4_5,514_T4
FLF1107,Tiếng Anh B1,5,FLF1107 8,3,1_3,508_T3
FLF1107,Tiếng Anh B1,5,FLF1107 8,5,6_7,508_T3
FLF1107,Tiếng Anh B1,5,FLF1107 9,4,3_5,511_T4
FLF1107,Tiếng Anh B1,5,FLF1107 9,5,4_5,404_T5
FLF1108,Tiếng Anh B2,5,FLF1108 1,2,6_7,203_T5
FLF1108,Tiếng Anh B2,5,FLF1108 1,4,8_10,203_T5
FLF1108,Tiếng Anh B2,5,FLF1108 2,3,1_2,402_T4
FLF1108,Tiếng Anh B2,5,FLF1108 2,5,6_8,301_T4
FLF1108,Tiếng Anh B2,5,FLF1108 3,6,1_2,207_T5
FLF1108,Tiếng Anh B2,5,FLF1108 3,5,3_5,301_T4
FLF1108,Tiếng Anh B2,5,FLF1108 4,2,1_2,210_T5
FLF1108,Tiếng Anh B2,5,FLF1108 4,6,3_5,301_T4
FLF1109,Tiếng Anh C1,5,FLF1109,4,6_7,203_T5
FLF1109,Tiếng Anh C1,5,FLF1109,2,8_10,203_T5
GEO1050,Khoa học trái đất và sự sống,3,GEO1050 1,2,6_8,408_T5
GEO1050,Khoa học trái đất và sự sống,3,GEO1050 2,3,6_8,408_T5
GEO1050,Khoa học trái đất và sự sống,3,GEO1050 3,5,6_8,408_T5
GEO2001,Cơ sở Địa lý tự nhiên,3,GEO2001,2,1_3,108_T5
GEO2055,Địa lý Việt Nam,3,GEO2055 1,2,3_5,211_T5
GEO2055,Địa lý Việt Nam,3,GEO2055 2,2,1_3,408_T5
GEO2060,Bản đồ đại cương,3,GEO2060 1,5,8_10,105_T5
GEO2060,Bản đồ đại cương,3,GEO2060 2 KTKTQLDD,3,8_10,104_T4
GEO2060,Bản đồ đại cương,3,GEO2060 3 KTKTQLDD,3,8_10,101_T5
GEO2060,Bản đồ đại cương,3,GEO2060 4,5,1_3,109_T5
GEO2076,Quản lý tài chính đất đai,2,GEO2076,3,1_2,208T5
GEO2078,Cơ sở Địa lý nhân văn,3,GEO2078,3,3_5,109_T5
GEO2091,Cơ sở viễn thám,3,GEO2091 1 KTKTQLDD,6,6_8,208_T5
GEO2091,Cơ sở viễn thám,3,GEO2091 2,3,1_3,211_T5
GEO2092,Tiếng Anh chuyên ngành,3,GEO2092,6,3_5,BM
GEO2093,Phương pháp nghiên cứu khoa học,3,GEO2093,6,1_3,211_T5
GEO2300,Địa lý học,3,GEO2300,2,6_8,413_T5
GEO2304,Khoa học môi trường và biến đổi khí hậu,3,GEO2304,3,6_8,202_T5
GEO2318,Trắc địa đại cương,3,GEO2318 1 KTKTQLDD,6,8_10,103_T4
GEO2318,Trắc địa đại cương,3,GEO2318 2,2,1_3,104_T5
GEO2318,Trắc địa đại cương,3,GEO2318 3 KTKTQLDD,6,8_10,104_T4
GEO2318,Trắc địa đại cương,3,GEO2318 4,2,8_10,105_T5
GEO2319,Hệ thống thông tin địa lý,3,GEO2319 1,4,3_5,211_T5
GEO2319,Hệ thống thông tin địa lý,3,GEO2319 2,2,1_3,508_T3
GEO2320,Khoa học Môi trường và biến đổi khí hậu,2,GEO2320 1,5,1_2,202_T5
GEO2320,Khoa học môi trường và Biến đổi khí hậu,2,GEO2320 2,2,4_5,BM
GEO2323,Quản lý tài nguyên và môi trường,2,GEO2323,6,4_5,208_T5
GEO2402,Kinh tế học phát triển,3,GEO2402,5,3_5,201_T4
GEO2403,Cơ sở quản lý đất đai và bất động sản,3,GEO2403,6,6_8,202_T5
GEO2406,Lập trình GIS,3,GEO2406,5,8_10,208_T5
GEO3023,Phương pháp nghiên cứu địa lý và môi trường biển,2,GEO3023,6,1_2,BM
GEO3043,Trắc địa vệ tính,2,GEO3043,3,4_5,310_T5
GEO3073,Trắc địa biển,2,GEO3073,4,4_5,505_T3
GEO3090,Địa lý nông nghiệp,2,GEO3090,3,4_5,BM
GEO3114,Địa lý xã hội,3,GEO3114,3,1_3,BM
GEO3120,Hệ thống vệ tinh dẫn đường toàn cầu,3,GEO3120,3,3_5,413_T5
GEO3128,Viễn thám ứng dụng,3,GEO3128,4,1_3,BM
GEO3135,Địa không gian trong nghiên cứu tai biến thiên nhiên,3,GEO3135,6,6_8,BM
GEO3144,Thực tập xây dựng thư viện phổ từ máy đo phổ cầm tay,3,GEO3144,5,12,BM
GEO3212,Khoa học cảnh quan và ứng dụng,4,GEO3212,3,6_7,BM
GEO3212,Khoa học cảnh quan và ứng dụng,4,GEO3212,5,6_7,BM
GEO3213,Kinh tế Môi trường và Kinh tế sinh thái,2,GEO3213,2,9_10,BM
GEO3214,Phương pháp và công nghệ trong nghiên cứu sinh thái cảnh quan và môi trường,4,GEO3214,2,1_2,BM
GEO3214,Phương pháp và công nghệ trong nghiên cứu sinh thái cảnh quan và môi trường,4,GEO3214,4,1_2,BM
GEO3215,Đăng kí đất đai và hồ sơ địa chính,3,GEO3215,5,3_5,202_T5
GEO3216,Hệ thống thông tin bất động sản,3,GEO3216,3,1_3,401_T4
GEO3217,Quản lý thị trường bất động sản,2,GEO3217,4,6_7,207_T5
GEO3221,Địa mạo học,3,GEO3221,6,6_8,210_T5
GEO3225,Địa sinh vật và sinh thái cảnh quan,4,GEO3225,2,4_5,508_T3
GEO3225,Địa sinh vật và sinh thái cảnh quan,4,GEO3225,6,1_2,109_T5
GEO3226,Thực tập cơ sở địa lý,2,GEO3226 2,5,12,BM
GEO3229,Dân số học và địa lý dân cư,3,GEO3229,6,3_5,109_T5
GEO3237,Phân loại thực vật và các hệ sinh thái rừng Việt Nam,3,GEO3237,3,8_10,BM
GEO3242,Địa mạo và địa chất biển,3,GEO3242,2,6_8,BM
GEO3243,Sinh thái học biển,3,GEO3243,5,1_3,BM
GEO3248,Xử lý ảnh số,3,GEO3248,4,3_5,310_T5
GEO3249,Trực quan hóa địa lý,3,GEO3249,3,1_3,BM
GEO3262,Cơ sở và lịch sử quản lý đất đai,4,GEO3262 KTKTQLDD,4,6_7,208_T5
GEO3262,Cơ sở và lịch sử quản lý đất đai,4,GEO3262 KTKTQLDD,5,4_5,208_T5
GEO3267,Đánh giá hiện trạng và biến động sử dụng đất đai,2,GEO3267,2,6_7,203_T4
GEO3271,Đo đạc địa chính và ứng dụng tin học trong thành lập bản đồ,4,GEO3271,2,4_5,202_T5
GEO3271,Đo đạc địa chính và ứng dụng tin học trong thành lập bản đồ,4,GEO3271,6,9_10,208_T5
GEO3276,GIS ứng dụng,3,GEO3276,5,1_3,108_T5
GEO3277,Bản đồ chuyên đề trong quản lý đất đai,2,GEO3277,5,4_5,205_T5
GEO3280,Thanh tra đất đai,2,GEO3280,6,4_5,311_T5
GEO3281,Quy hoạch đô thị và khu dân cư nông thôn,3,GEO3281,4,8_10,207_T5
GEO3282,Định giá đất,3,GEO3282,5,8_10,211_T5
GEO3283,Xây dựng và quản lý cơ sở dữ liệu địa chính,2,GEO3283,4,4_5,406_T5
GEO3295,Địa mạo bờ biển,3,GEO3295,4,3_5,BM
GEO3296,Quản lý biển,2,GEO3296,5,8_9,BM
GEO3298,Phương pháp nghiên cứu địa lý nhân văn,4,GEO3298,4,6_7,BM
GEO3298,Phương pháp nghiên cứu địa lý nhân văn,4,GEO3298,6,6_7,BM
GEO3299,Địa lý công nghiệp và đô thị,2,GEO3299,4,9_10,BM
GEO3300,Cơ sở kinh tế sinh thái,2,GEO3300,6,9_10,BM
GEO3401,Quản lí phát triển đô thị,3,GEO3401,2,6_8,207_T5
GEO3407,Cơ sở quy hoạch,3,GEO3407,3,1_3,201_T4
GEO3408,Quy hoạch đô thị,3,GEO3408,6,1_3,208_T5
GEO3409,Thị trường bất động sản,3,GEO3409,2,1_3,208_T5
GEO3412,Hệ thống thông tin đô thị,3,GEO3412,6,6_8,201_T4
GEO3417,Quản lí nhà nước về đất đai và bất động sản,3,GEO3417,2,1_3,BM
GEO3418,Quản lí xây dựng đô thị,3,GEO3418,3,3_5,BM
GEO3423,Quản lí môi trường đô thị,3,GEO3423,2,8_10,BM
GEO3424,Địa lí dân cư đô thị,3,GEO3424,3,6_8,BM
GEO3426,Quy hoạch đô thị sinh thái,3,GEO3426,4,8_10,BM
GEO3429,Quy hoạch sử dụng đất cho phát triển đô thị,3,GEO3429,5,3_5,BM
GEO3430,Phong thủy trong quy hoạch đô thị và bất động sản,3,GEO3430,3,1_3,BM
GEO3431,Địa mạo trong quy hoạch đô thị,3,GEO3431,4,3_5,BM
GEO3433,Định giá bất động sản,3,GEO3433,6,1_3,111_T5
GEO3434,Đầu tư và tài chính bất động sản,3,GEO3434,2,6_8,109_T5
GEO3435,Môi giới bất động sản,3,GEO3435,4,3_5,203_T5
GEO3436,Marketing bất động sản,3,GEO3436,4,8_10,210_T5
GLO2001,Địa chất đại cương,3,GLO2001,3,4_5,103_T4
GLO2001,Địa chất đại cương,3,GLO2001,5,4_5,103_T4
GLO2023,Khoáng sản học,3,GLO2023 CLCĐCH,2,6_8,610T5
GLO2037,Tai biến thiên nhiên,3,GLO2037,6,3_5,106_T5
GLO2045,Phân tích không gian trong QLTN thiên nhiên,3,GLO2045,3,4_5,104_T4
GLO2045,Phân tích không gian trong QLTN thiên nhiên,3,GLO2045,5,4_5,104_T4
GLO2056,Phân tích chi phí và lợi ích ,3,GLO2056,6,6_7,206_T5
GLO2058,Địa tin học ứng dụng,3,GLO2058,3,3_5,BM
GLO2058,Địa tin học ứng dụng,3,GLO2058,5,3_5,BM
GLO2062,Địa chất cấu trúc và kiến tạo,5,GLO2062 CLCĐCH,4,6_8,604T5
GLO2062,Địa chất cấu trúc và kiến tạo,5,GLO2062 CLCĐCH,6,6_8,604T5
GLO2068,Tai biến thiên nhiên,3,GLO2068,4,3_5,514_T4
GLO2070,Địa hóa,3,GLO2070,6,3_5,604T5
GLO2074,Địa vật lý đại cương,3,GLO2074,6,3_5,605T5
GLO2076,Tiếng anh cho Địa chất,3,GLO2076,2,4_5,604T5
GLO2076,Tiếng anh cho Địa chất,3,GLO2076,4,4_5,604T5
GLO2078,Địa chất đại cương,4,GLO2078 CLCĐCH,6,3_5,213_T5
GLO2078,Địa chất đại cương,4,GLO2078 CLCĐCH,2,4_5,213_T5
GLO2087,Cơ sở lý luận pháp triển bền vững,3,GLO2087,2,3_5,105_T5
GLO2089,Thạch học,4,GLO2089,3,3_5,610T5
GLO2089,Thạch học,4,GLO2089,5,4_5,610T5
GLO2091,Lịch sử trái đất,3,GLO2091 CLCĐCH,4,6_8,BM
GLO2094,Địa chất cấu tạo,4,GLO2094,3,6_7,604T5
GLO2094,Địa chất cấu tạo,4,GLO2094,5,6_8,604T5
GLO2102,Tiếng anh chuyên ngành,3,GLO2102,2,4_5,310_T5
GLO2102,Tiếng anh chuyên ngành,3,GLO2102,4,4_5,407_T5
GLO2202,Hệ thống trái đất,4,GLO2202,2,6_8,213_T5
GLO2202,Hệ thống trái đất,4,GLO2202,4,6_7,213_T5
GLO2204,Cơ sở pháp lý quan trắc và giám sát tài nguyên môi trường ,3,GLO2204,5,1_3,213_T5
GLO2206,Phương pháp nghiên cứu khoa học,3,GLO2206 1,3,6_7,303_T4
GLO2206,Phương pháp nghiên cứu khoa học,3,GLO2206 1,5,6_7,303_T4
GLO2206,Phương pháp nghiên cứu khoa học,3,GLO2206 2 CLCĐCH,4,4_5,BM
GLO2206,Phương pháp nghiên cứu khoa học,3,GLO2206 2 CLCĐCH,2,9_10,BM
GLO2213,Nhập môn Quản lý tài nguyên và Môi trường,3,GLO2213,4,3_5,105_T5
GLO2214,Khoa học môi trường đại cương,3,GLO2214,3,6_8,213_T5
GLO3076,Tài nguyên khoáng sản việt nam,3,GLO3076,5,6_8,213_T5
GLO3094,Kinh tế nguyên liệu khoáng,3,GLO3094,2,6_8,112_T5
GLO3102,Tài nguyên biển Việt Nam,3,GLO3102,2,3_5,112_T5
GLO3105,Vấn đề môi trường trong khai thác và sử dụng tài nguyên biển,3,GLO3105,5,3_5,112_T5
GLO3122,Đánh giá tác động Môi trường,3,GLO3122,6,6_8,213_T5
GLO3127,Địa chất dầu khí,3,GLO3127 CLCĐCH,2,1_3,604T5
GLO3137,Địa chất công trình và địa chất thủy văn đại cương,4,GLO3137 CLCĐCH,3,6_7,310_T5
GLO3137,Địa chất công trình và địa chất thủy văn đại cương,4,GLO3137 CLCĐCH,5,6_7,401_T5
GLO3151,Địa chất du lịch,3,GLO3151,4,3_5,104_T5
GLO3171,Phương pháp phân tích tướng trầm tích,3,GLO3171 CLCĐCH,6,8_10,403_T5
GLO3195,Thạch học đá magma và biến chất,4,GLO3195 CLCĐCH,4,6_7,610T5
GLO3195,Thạch học đá magma và biến chất,4,GLO3195 CLCĐCH,2,1_3,610T5
GLO3199,Phương pháp quản lý tài nguyên và môi trường,4,GLO3199,2,6_7,102_T4
GLO3199,Phương pháp quản lý tài nguyên và môi trường,4,GLO3199,4,6_7,104_T4
GLO3201,Thiết kế chương trình quan trắc và Giám sát tài nguyên môi trường,3,GLO3201,2,6_7,311_T5
GLO3201,Thiết kế chương trình quan trắc và Giám sát tài nguyên môi trường,3,GLO3201,4,6_7,309_T5
GLO3204,Viễn thám ứng dụng trong quan và giám sát tài nguyên môi trường,3,GLO3204,6,4_5,610T5
GLO3204,Viễn thám ứng dụng trong quan và giám sát tài nguyên môi trường,3,GLO3204,6,6_7,610T5
GLO3225,Luật và chính sách tài nguyên và môi trường,3,GLO3225,2,8_10,102_T4
GLO3226,Kinh tế tài nguyên và môi trường,3,GLO3226,4,8_10,104_T4
GLO3229,Phân tích môi trường,2,GLO3229,6,6_7,103_T4
GLO3231,Kinh Tế du lịch địa chất,3,GLO3231,3,6_8,112_T5
GLO3233,Tài nguyên Đất Việt Nam,3,GLO3233,2,6_8,210_T5
GLO3237,Quy hoạch và quản lý sử dụng tổng hợp nguồn nước,3,GLO3237,2,3_5,210_T5
GLO3238,Luật và chính sách TNMT đất và nước VN ,3,GLO3238,3,3_5,213_T5
GLO3239,Môi trường biển Việt Nam,3,GLO3239,4,3_5,213_T5
GLO3252,Luật và Chính sách tài nguyên và môi trường biển,3,GLO3252,6,3_5,112_T5
HIS1001,Lịch sử Đảng cộng sản Việt Nam,2,HIS1001 1,2,1_2,102_T5
HIS1001,Lịch sử Đảng cộng sản Việt Nam,2,HIS1001 10,5,1_2,102_T5
HIS1001,Lịch sử Đảng cộng sản Việt Nam,2,HIS1001 11,2,4_5,408_T5
HIS1001,Lịch sử Đảng cộng sản Việt Nam,2,HIS1001 12,5,4_5,408_T5
HIS1001,Lịch sử Đảng cộng sản Việt Nam,2,HIS1001 13,3,1_2,408_T5
HIS1001,Lịch sử Đảng cộng sản Việt Nam,2,HIS1001 14,3,4_5,502_T3
HIS1001,Lịch sử Đảng cộng sản Việt Nam,2,HIS1001 2,3,6_7,502_T3
HIS1001,Lịch sử Đảng cộng sản Việt Nam,2,HIS1001 3,3,9_10,502_T3
HIS1001,Lịch sử Đảng cộng sản Việt Nam,2,HIS1001 4,4,1_2,502_T3
HIS1001,Lịch sử Đảng cộng sản Việt Nam,2,HIS1001 5,4,4_5,502_T3
HIS1001,Lịch sử Đảng cộng sản Việt Nam,2,HIS1001 6,4,6_7,502_T3
HIS1001,Lịch sử Đảng cộng sản Việt Nam,2,HIS1001 7,6,6_7,502_T3
HIS1001,Lịch sử Đảng cộng sản Việt Nam,2,HIS1001 8,6,1_2,502_T3
HIS1001,Lịch sử Đảng cộng sản Việt Nam,2,HIS1001 9,5,6_7,502_T3
HIS1056,Cơ sở văn hóa Việt Nam,3,HIS1056 1,3,1_3,302_T4
HIS1056,Cơ sở văn hóa Việt Nam,3,HIS1056 10,4,1_3,102_T5
HIS1056,Cơ sở văn hóa Việt Nam,3,HIS1056 11,4,6_8,203_T4
HIS1056,Cơ sở văn hóa Việt Nam,3,HIS1056 12,5,3_5,203_T4
HIS1056,Cơ sở văn hóa Việt Nam,3,HIS1056 13,5,8_10,203_T4
HIS1056,Cơ sở văn hóa Việt Nam,3,HIS1056 2,3,1_3,301_T4
HIS1056,Cơ sở văn hóa Việt Nam,3,HIS1056 3,5,1_3,304_T4
HIS1056,Cơ sở văn hóa Việt Nam,3,HIS1056 4,6,3_5,203_T4
HIS1056,Cơ sở văn hóa Việt Nam,3,HIS1056 5,6,8_10,203_T4
HIS1056,Cơ sở văn hóa Việt Nam,3,HIS1056 6,2,3_5,402_T5
HIS1056,Cơ sở văn hóa Việt Nam,3,HIS1056 7,2,6_8,402_T5
HIS1056,Cơ sở văn hóa Việt Nam,3,HIS1056 8,3,3_5,402_T5
HIS1056,Cơ sở văn hóa Việt Nam,3,HIS1056 9,3,8_10,402_T5
HMO2026,Dự báo thuỷ văn,3,HMO2026,5,6_8,513_T5
HMO2103,Biến đổi thảm phủ và sử dụng đất,3,HMO2103,6,8_10,211_T5
HMO2147,Sóng biển ,3,HMO2147,2,6_8,410_T5
HMO2148,Thủy triều,3,HMO2148,2,3_5,209_T5
HMO2202,Cơ học chất lỏng,3,HMO2202,6,3_5,513_T5
HMO2203,GIS và Viễn thám,3,HMO2203 1 CLCKT_KHH,3,1_3,311_T5
HMO2203,GIS và Viễn thám,3,HMO2203 2,3,8_10,410_T5
HMO2204,Phương trình toán lý (***),3,HMO2204 CLCKT_KHH,6,6_8,505_T3
HMO3057,Thực hành Đánh giá tác động môi trường,2,HMO3057,5,11,BM
HMO3058,Thực hành GIS và Viễn thám trong Quản lý tài nguyên và Môi trường nước,2,HMO3058,5,12,BM
HMO3083,Quản lý rủi ro thiên tai,3,HMO3083,6,1_3,209_T5
HMO3101,Quản lý lưu vực sông,3,HMO3101,6,3_5,101_T5
HMO3182,Tin học chuyên ngành trong hải dương học,4,HMO3182,4,6_9,407_T5
HMO3185,Phương pháp nghiên cứu khoa học trong Khí tượng thủy văn,3,HMO3185,2,1_3,111_T5
HMO3205,Cơ sở biến đổi khí hậu,3,HMO3205,3,6_8,111_T5
HMO3207,Đo đạc và chỉnh lý số liệu thủy văn,4,HMO3207,2,4_5,111_T5
HMO3207,Đo đạc và chỉnh lý số liệu thủy văn,4,HMO3207,6,1_2,210_T5
HMO3208,Phân tích và tính toán thủy văn,3,HMO3208,3,1_3,210_T5
